"source","category","name","canonical_url","cli_identifier","scraped_description","implementation_prompt"
"React Bits","Components","Animated List","https://www.reactbits.dev/components/animated-list","AnimatedList","List items enter with staggered motion variants for polished reveals.","Build an original, reusable React component called **Animated List**. Its visual behaviour should be: List items enter with staggered motion variants for polished reveals. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Border Glow","https://www.reactbits.dev/components/border-glow","BorderGlow","Glowing mesh-gradient border that follows cursor direction and intensifies near edges.","Build an original, reusable React component called **Border Glow**. Its visual behaviour should be: Glowing mesh-gradient border that follows cursor direction and intensifies near edges. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Bounce Cards","https://www.reactbits.dev/components/bounce-cards","BounceCards","Cards bounce that bounce in on mount.","Build an original, reusable React component called **Bounce Cards**. Its visual behaviour should be: Cards bounce that bounce in on mount. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Bubble Menu","https://www.reactbits.dev/components/bubble-menu","BubbleMenu","Floating circular expanding menu with staggered item reveal.","Build an original, reusable React component called **Bubble Menu**. Its visual behaviour should be: Floating circular expanding menu with staggered item reveal. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Card Nav","https://www.reactbits.dev/components/card-nav","CardNav","Expandable navigation bar with card panels revealing nested links.","Build an original, reusable React component called **Card Nav**. Its visual behaviour should be: Expandable navigation bar with card panels revealing nested links. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Card Swap","https://www.reactbits.dev/components/card-swap","CardSwap","Cards animate position swapping with smooth layout transitions.","Build an original, reusable React component called **Card Swap**. Its visual behaviour should be: Cards animate position swapping with smooth layout transitions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Carousel","https://www.reactbits.dev/components/carousel","Carousel","Responsive carousel with touch gestures, looping and transitions.","Build an original, reusable React component called **Carousel**. Its visual behaviour should be: Responsive carousel with touch gestures, looping and transitions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Chroma Grid","https://www.reactbits.dev/components/chroma-grid","ChromaGrid","A responsive grid of grayscale tiles. Hovering the grid reaveals their colors.","Build an original, reusable React component called **Chroma Grid**. Its visual behaviour should be: A responsive grid of grayscale tiles. Hovering the grid reaveals their colors. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Circular Gallery","https://www.reactbits.dev/components/circular-gallery","CircularGallery","Circular orbit gallery rotating images.","Build an original, reusable React component called **Circular Gallery**. Its visual behaviour should be: Circular orbit gallery rotating images. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Counter","https://www.reactbits.dev/components/counter","Counter","Flexible animated counter supporting increments + easing.","Build an original, reusable React component called **Counter**. Its visual behaviour should be: Flexible animated counter supporting increments + easing. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Curved Input","https://www.reactbits.dev/components/curved-input","CurvedInput","Arc-bent input bar with text, caret and submit button all following the curve.","Build an original, reusable React component called **Curved Input**. Its visual behaviour should be: Arc-bent input bar with text, caret and submit button all following the curve. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Decay Card","https://www.reactbits.dev/components/decay-card","DecayCard","Hover parallax effect that disintegrates the content of a card.","Build an original, reusable React component called **Decay Card**. Its visual behaviour should be: Hover parallax effect that disintegrates the content of a card. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Depth Carousel","https://www.reactbits.dev/components/depth-carousel","DepthCarousel","Cards recede into depth on a 3D rail, with drag, keyboard and auto-advance.","Build an original, reusable React component called **Depth Carousel**. Its visual behaviour should be: Cards recede into depth on a 3D rail, with drag, keyboard and auto-advance. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Dock","https://www.reactbits.dev/components/dock","Dock","macOS style magnifying dock with proximity scaling of icons.","Build an original, reusable React component called **Dock**. Its visual behaviour should be: macOS style magnifying dock with proximity scaling of icons. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Dome Gallery","https://www.reactbits.dev/components/dome-gallery","DomeGallery","Immersive 3D dome gallery projecting images on a hemispheric surface.","Build an original, reusable React component called **Dome Gallery**. Its visual behaviour should be: Immersive 3D dome gallery projecting images on a hemispheric surface. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Drift Wall","https://www.reactbits.dev/components/drift-wall","DriftWall","An endless perspective wall of tiles drifting past, lifting on hover.","Build an original, reusable React component called **Drift Wall**. Its visual behaviour should be: An endless perspective wall of tiles drifting past, lifting on hover. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Elastic Slider","https://www.reactbits.dev/components/elastic-slider","ElasticSlider","Slider handle stretches elastically then snaps with spring physics.","Build an original, reusable React component called **Elastic Slider**. Its visual behaviour should be: Slider handle stretches elastically then snaps with spring physics. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Flowing Menu","https://www.reactbits.dev/components/flowing-menu","FlowingMenu","Liquid flowing active indicator glides between menu items.","Build an original, reusable React component called **Flowing Menu**. Its visual behaviour should be: Liquid flowing active indicator glides between menu items. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Fluid Glass","https://www.reactbits.dev/components/fluid-glass","FluidGlass","Glassmorphism container with animated liquid distortion refraction.","Build an original, reusable React component called **Fluid Glass**. Its visual behaviour should be: Glassmorphism container with animated liquid distortion refraction. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Flying Posters","https://www.reactbits.dev/components/flying-posters","FlyingPosters","3D posters rotate on scroll infinitely.","Build an original, reusable React component called **Flying Posters**. Its visual behaviour should be: 3D posters rotate on scroll infinitely. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Folder","https://www.reactbits.dev/components/folder","Folder","Interactive folder opens to reveal nested content smooth motion.","Build an original, reusable React component called **Folder**. Its visual behaviour should be: Interactive folder opens to reveal nested content smooth motion. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Glass Icons","https://www.reactbits.dev/components/glass-icons","GlassIcons","Icon set styled with frosted glass blur.","Build an original, reusable React component called **Glass Icons**. Its visual behaviour should be: Icon set styled with frosted glass blur. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Glass Surface","https://www.reactbits.dev/components/glass-surface","GlassSurface","Advanced Apple-style glass surface with real-time distortion + lighting.","Build an original, reusable React component called **Glass Surface**. Its visual behaviour should be: Advanced Apple-style glass surface with real-time distortion + lighting. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Gooey Nav","https://www.reactbits.dev/components/gooey-nav","GooeyNav","Navigation indicator morphs with gooey blob transitions between items.","Build an original, reusable React component called **Gooey Nav**. Its visual behaviour should be: Navigation indicator morphs with gooey blob transitions between items. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Infinite Menu","https://www.reactbits.dev/components/infinite-menu","InfiniteMenu","Horizontally looping menu effect that scrolls endlessly with seamless wrap.","Build an original, reusable React component called **Infinite Menu**. Its visual behaviour should be: Horizontally looping menu effect that scrolls endlessly with seamless wrap. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Infinite Spiral","https://www.reactbits.dev/components/infinite-spiral","InfiniteSpiral","An endlessly looping 3D helix of images with customizable motion, depth, spacing and interaction.","Build an original, reusable React component called **Infinite Spiral**. Its visual behaviour should be: An endlessly looping 3D helix of images with customizable motion, depth, spacing and interaction. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Lanyard","https://www.reactbits.dev/components/lanyard","Lanyard","Swinging 3D lanyard / badge card with realistic inertial motion.","Build an original, reusable React component called **Lanyard**. Its visual behaviour should be: Swinging 3D lanyard / badge card with realistic inertial motion. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Line Sidebar","https://www.reactbits.dev/components/line-sidebar","LineSidebar","Static list navigation with a cursor-proximity effect that shifts and highlights nearby items.","Build an original, reusable React component called **Line Sidebar**. Its visual behaviour should be: Static list navigation with a cursor-proximity effect that shifts and highlights nearby items. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Magic Bento","https://www.reactbits.dev/components/magic-bento","MagicBento","Interactive bento grid tiles expand + animate with various options.","Build an original, reusable React component called **Magic Bento**. Its visual behaviour should be: Interactive bento grid tiles expand + animate with various options. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Masonry","https://www.reactbits.dev/components/masonry","Masonry","Responsive masonry layout with animated reflow + gaps optimization.","Build an original, reusable React component called **Masonry**. Its visual behaviour should be: Responsive masonry layout with animated reflow + gaps optimization. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Model Viewer","https://www.reactbits.dev/components/model-viewer","ModelViewer","Three.js model viewer with orbit controls and lighting presets.","Build an original, reusable React component called **Model Viewer**. Its visual behaviour should be: Three.js model viewer with orbit controls and lighting presets. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Morph Slider","https://www.reactbits.dev/components/morph-slider","MorphSlider","WebGL slider that melts between images with a displacement transition.","Build an original, reusable React component called **Morph Slider**. Its visual behaviour should be: WebGL slider that melts between images with a displacement transition. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Option Wheel","https://www.reactbits.dev/components/option-wheel","OptionWheel","Curved option picker that spins via scroll, drag, or arrow keys, fading and tilting items away from the selection.","Build an original, reusable React component called **Option Wheel**. Its visual behaviour should be: Curved option picker that spins via scroll, drag, or arrow keys, fading and tilting items away from the selection. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Pill Nav","https://www.reactbits.dev/components/pill-nav","PillNav","Minimal pill nav with sliding active highlight + smooth easing.","Build an original, reusable React component called **Pill Nav**. Its visual behaviour should be: Minimal pill nav with sliding active highlight + smooth easing. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Pixel Card","https://www.reactbits.dev/components/pixel-card","PixelCard","Card content revealed through pixel expansion transition.","Build an original, reusable React component called **Pixel Card**. Its visual behaviour should be: Card content revealed through pixel expansion transition. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Profile Card","https://www.reactbits.dev/components/profile-card","ProfileCard","Animated profile card glare with 3D hover effect.","Build an original, reusable React component called **Profile Card**. Its visual behaviour should be: Animated profile card glare with 3D hover effect. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Reflective Card","https://www.reactbits.dev/components/reflective-card","ReflectiveCard","Card with dynamic webcam reflection and glare effects that respond to cursor movement.","Build an original, reusable React component called **Reflective Card**. Its visual behaviour should be: Card with dynamic webcam reflection and glare effects that respond to cursor movement. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Scroll Stack","https://www.reactbits.dev/components/scroll-stack","ScrollStack","Overlapping card stack reveals on scroll with depth layering.","Build an original, reusable React component called **Scroll Stack**. Its visual behaviour should be: Overlapping card stack reveals on scroll with depth layering. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Specular Button","https://www.reactbits.dev/components/specular-button","SpecularButton","Glass button with a shader-driven specular rim light that sweeps around the edge and follows the cursor.","Build an original, reusable React component called **Specular Button**. Its visual behaviour should be: Glass button with a shader-driven specular rim light that sweeps around the edge and follows the cursor. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Spotlight Card","https://www.reactbits.dev/components/spotlight-card","SpotlightCard","Dynamic spotlight follows cursor casting gradient illumination.","Build an original, reusable React component called **Spotlight Card**. Its visual behaviour should be: Dynamic spotlight follows cursor casting gradient illumination. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Stack","https://www.reactbits.dev/components/stack","Stack","Layered stack with swipe animations, autoplay and smooth transitions.","Build an original, reusable React component called **Stack**. Its visual behaviour should be: Layered stack with swipe animations, autoplay and smooth transitions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Staggered Menu","https://www.reactbits.dev/components/staggered-menu","StaggeredMenu","Menu with staggered item animations and smooth transitions on open/close.","Build an original, reusable React component called **Staggered Menu**. Its visual behaviour should be: Menu with staggered item animations and smooth transitions on open/close. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Stepper","https://www.reactbits.dev/components/stepper","Stepper","Animated multi-step progress indicator with active state transitions.","Build an original, reusable React component called **Stepper**. Its visual behaviour should be: Animated multi-step progress indicator with active state transitions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Tilted Card","https://www.reactbits.dev/components/tilted-card","TiltedCard","3D perspective tilt card reacting to pointer.","Build an original, reusable React component called **Tilted Card**. Its visual behaviour should be: 3D perspective tilt card reacting to pointer. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","ASCII Text","https://www.reactbits.dev/text-animations/ascii-text","ASCIIText","Renders text with an animated ASCII background for a retro feel.","Build an original, reusable React component called **ASCII Text**. Its visual behaviour should be: Renders text with an animated ASCII background for a retro feel. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Blur Text","https://www.reactbits.dev/text-animations/blur-text","BlurText","Text starts blurred then crisply resolves for a soft-focus reveal effect.","Build an original, reusable React component called **Blur Text**. Its visual behaviour should be: Text starts blurred then crisply resolves for a soft-focus reveal effect. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Circular Text","https://www.reactbits.dev/text-animations/circular-text","CircularText","Layouts characters around a circle with optional rotation animation.","Build an original, reusable React component called **Circular Text**. Its visual behaviour should be: Layouts characters around a circle with optional rotation animation. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Count Up","https://www.reactbits.dev/text-animations/count-up","CountUp","Animated number counter supporting formatting and decimals.","Build an original, reusable React component called **Count Up**. Its visual behaviour should be: Animated number counter supporting formatting and decimals. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Curved Loop","https://www.reactbits.dev/text-animations/curved-loop","CurvedLoop","Flowing looping text path along a customizable curve with drag interaction.","Build an original, reusable React component called **Curved Loop**. Its visual behaviour should be: Flowing looping text path along a customizable curve with drag interaction. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Decrypted Text","https://www.reactbits.dev/text-animations/decrypted-text","DecryptedText","Hacker-style decryption cycling random glyphs until resolving to real text.","Build an original, reusable React component called **Decrypted Text**. Its visual behaviour should be: Hacker-style decryption cycling random glyphs until resolving to real text. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Depth Text","https://www.reactbits.dev/text-animations/depth-text","DepthText","Layered extruded type with parallax that shifts against the pointer.","Build an original, reusable React component called **Depth Text**. Its visual behaviour should be: Layered extruded type with parallax that shifts against the pointer. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Echo Text","https://www.reactbits.dev/text-animations/echo-text","EchoText","Ghosted copies trail behind the text and settle into a single word.","Build an original, reusable React component called **Echo Text**. Its visual behaviour should be: Ghosted copies trail behind the text and settle into a single word. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Falling Text","https://www.reactbits.dev/text-animations/falling-text","FallingText","Characters fall with gravity + bounce creating a playful entrance.","Build an original, reusable React component called **Falling Text**. Its visual behaviour should be: Characters fall with gravity + bounce creating a playful entrance. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Fold Text","https://www.reactbits.dev/text-animations/fold-text","FoldText","Lines unfold into place like creased paper opening flat.","Build an original, reusable React component called **Fold Text**. Its visual behaviour should be: Lines unfold into place like creased paper opening flat. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Fuzzy Text","https://www.reactbits.dev/text-animations/fuzzy-text","FuzzyText","Vibrating fuzzy text with controllable hover intensity.","Build an original, reusable React component called **Fuzzy Text**. Its visual behaviour should be: Vibrating fuzzy text with controllable hover intensity. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Glitch Text","https://www.reactbits.dev/text-animations/glitch-text","GlitchText","RGB split and distortion glitch effect with jitter effects.","Build an original, reusable React component called **Glitch Text**. Its visual behaviour should be: RGB split and distortion glitch effect with jitter effects. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Gradient Text","https://www.reactbits.dev/text-animations/gradient-text","GradientText","Animated gradient sweep across live text with speed and color control.","Build an original, reusable React component called **Gradient Text**. Its visual behaviour should be: Animated gradient sweep across live text with speed and color control. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Masked Heading","https://www.reactbits.dev/text-animations/masked-heading","MaskedHeading","A large headline with a drifting colour mesh or image showing through the glyphs, revealed word by word.","Build an original, reusable React component called **Masked Heading**. Its visual behaviour should be: A large headline with a drifting colour mesh or image showing through the glyphs, revealed word by word. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Particle Text","https://www.reactbits.dev/text-animations/particle-text","ParticleText","Text assembles from drifting particles that scatter and reform on demand.","Build an original, reusable React component called **Particle Text**. Its visual behaviour should be: Text assembles from drifting particles that scatter and reform on demand. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
